strategy,probe,threshold,cost,accuracy,frac_escalated,target_escalation_rate
probe_cascade,DCP_mlp,2.384035750931102e-12,5.748022688759698,0.382,0.22,0.22
probe_cascade,DCP_mlp,6.163787596644172e-12,5.96384190188514,0.38,0.23,0.23
probe_cascade,DCP_mlp,1.1429598309464766e-11,6.17966111501058,0.376,0.24,0.24
probe_cascade,DCP_mlp,2.034955797619586e-11,6.39548032813602,0.382,0.25,0.25
probe_cascade,DCP_mlp,3.086458224416113e-11,6.611299541261462,0.382,0.26,0.26
probe_cascade,DCP_mlp,4.022559240562945e-11,6.827118754386902,0.38,0.27,0.27
probe_cascade,DCP_mlp,6.016436043809762e-11,7.042937967512343,0.38,0.28,0.28
probe_cascade,DCP_mlp,9.546156476414326e-11,7.258757180637784,0.38,0.29,0.29
probe_cascade,DCP_mlp,1.466555502038778e-10,7.474576393763225,0.382,0.3,0.3
probe_cascade,DCP_mlp,2.6012129061836464e-10,7.690395606888665,0.386,0.31,0.31
probe_cascade,DCP_mlp,4.083252336251069e-10,7.906214820014106,0.392,0.32,0.32
probe_cascade,DCP_mlp,5.33946090119919e-10,8.122034033139546,0.396,0.33,0.33
probe_cascade,DCP_mlp,7.126623646769303e-10,8.337853246264988,0.396,0.34,0.34
probe_cascade,DCP_mlp,2.6315661538767195e-09,8.553672459390429,0.398,0.35,0.35000000000000003
probe_cascade,DCP_mlp,4.071027959184902e-09,8.76949167251587,0.4,0.36,0.36
probe_cascade,DCP_mlp,5.267157674460061e-09,8.985310885641312,0.408,0.37,0.37
probe_cascade,DCP_mlp,7.92836480911774e-09,9.201130098766752,0.408,0.38,0.38
probe_cascade,DCP_mlp,1.244370636754868e-08,9.416949311892193,0.406,0.39,0.39
probe_cascade,DCP_mlp,1.7679030506201407e-08,9.632768525017633,0.404,0.4,0.4
probe_cascade,DCP_mlp,3.3133855765754565e-08,9.848587738143074,0.408,0.41,0.41000000000000003
probe_cascade,DCP_mlp,4.93430471948386e-08,10.064406951268515,0.408,0.42,0.42
probe_cascade,DCP_mlp,7.118734750122259e-08,10.280226164393957,0.406,0.43,0.43
probe_cascade,DCP_mlp,1.1301692836696024e-07,10.496045377519396,0.408,0.44,0.44
probe_cascade,DCP_mlp,1.551206089800417e-07,10.711864590644836,0.408,0.45,0.45
probe_cascade,DCP_mlp,2.4042223770948204e-07,10.927683803770279,0.408,0.46,0.46
probe_cascade,DCP_mlp,4.863537321853074e-07,11.143503016895718,0.408,0.47,0.47000000000000003
probe_cascade,DCP_mlp,6.199690233188446e-07,11.35932223002116,0.408,0.48,0.48
probe_cascade,DCP_mlp,7.821059870138923e-07,11.5751414431466,0.408,0.49,0.49
probe_cascade,DCP_mlp,1.0811550055223051e-06,11.79096065627204,0.408,0.5,0.5
probe_cascade,DCP_mlp,1.8849874754778307e-06,12.00677986939748,0.41,0.51,0.51
probe_cascade,DCP_mlp,2.5711859780130924e-06,12.222599082522922,0.416,0.52,0.52
probe_cascade,DCP_mlp,4.554771094262834e-06,12.438418295648363,0.418,0.53,0.53
probe_cascade,DCP_mlp,5.964500696791232e-06,12.654237508773804,0.424,0.54,0.54
probe_cascade,DCP_mlp,7.178273131103199e-06,12.870056721899246,0.422,0.55,0.55
probe_cascade,DCP_mlp,9.341463082819367e-06,13.085875935024685,0.42,0.56,0.56
probe_cascade,DCP_mlp,1.4368384845511179e-05,13.301695148150127,0.424,0.57,0.5700000000000001
probe_cascade,DCP_mlp,2.617362028104234e-05,13.517514361275568,0.428,0.58,0.58
probe_cascade,DCP_mlp,4.8567129342700176e-05,13.733333574401007,0.432,0.59,0.59
probe_cascade,DCP_mlp,6.0423640388762507e-05,13.94915278752645,0.432,0.6,0.6
probe_cascade,DCP_mlp,0.00010896173451325888,14.164972000651892,0.43,0.61,0.61
probe_cascade,DCP_mlp,0.00017544526781413994,14.38079121377733,0.428,0.62,0.62
probe_cascade,DCP_mlp,0.0002997625336865501,14.596610426902771,0.43,0.63,0.63
probe_cascade,DCP_mlp,0.0003457483486271921,14.812429640028213,0.434,0.64,0.64
probe_cascade,DCP_mlp,0.00041385495424032024,15.028248853153652,0.438,0.65,0.65
probe_cascade,DCP_mlp,0.0006961218593641438,15.244068066279095,0.44,0.66,0.66
probe_cascade,DCP_mlp,0.001052889265119953,15.459887279404535,0.438,0.67,0.67
probe_cascade,DCP_mlp,0.0028288888651876983,15.675706492529974,0.438,0.68,0.68
probe_cascade,DCP_mlp,0.004195652063935929,15.891525705655416,0.44,0.69,0.6900000000000001
probe_cascade,DCP_mlp,0.007682295702397765,16.107344918780857,0.438,0.7,0.7000000000000001
probe_cascade,DCP_mlp,0.012978107230737737,16.3231641319063,0.442,0.71,0.71
probe_cascade,DCP_mlp,0.01811473734676829,16.53898334503174,0.444,0.72,0.72
probe_cascade,DCP_mlp,0.021671344134956565,16.75480255815718,0.444,0.73,0.73
probe_cascade,DCP_mlp,0.027927958890795624,16.97062177128262,0.446,0.74,0.74
probe_cascade,DCP_mlp,0.05002233572304245,17.186440984408062,0.446,0.75,0.75
probe_cascade,DCP_mlp,0.09083075463771825,17.4022601975335,0.448,0.76,0.76
probe_cascade,DCP_mlp,0.12006794080138215,17.618079410658947,0.446,0.77,0.77
probe_cascade,DCP_mlp,0.14447596907615667,17.833898623784386,0.444,0.78,0.78
probe_cascade,DCP_mlp,0.17467509746551543,18.049717836909824,0.444,0.79,0.79
probe_cascade,DCP_mlp,0.2702539622783669,18.265537050035267,0.446,0.8,0.8
probe_cascade,DCP_mlp,0.36595315396785794,18.481356263160706,0.446,0.81,0.81
probe_cascade,DCP_mlp,0.4971681070327761,18.697175476286144,0.444,0.82,0.8200000000000001
probe_cascade,DCP_mlp,0.5934745198488242,18.912994689411587,0.44,0.83,0.8300000000000001
probe_cascade,DCP_mlp,0.6950508356094357,19.128813902537026,0.442,0.84,0.84
probe_cascade,DCP_mlp,0.8157806307077407,19.344633115662468,0.446,0.85,0.85
probe_cascade,DCP_mlp,0.9093224370479582,19.56045232878791,0.446,0.86,0.86
probe_cascade,DCP_mlp,0.9382245129346847,19.77627154191335,0.446,0.87,0.87
probe_cascade,DCP_mlp,0.9712007761001586,19.992090755038788,0.446,0.88,0.88
probe_cascade,DCP_mlp,0.9866556602716446,20.207909968164234,0.446,0.89,0.89
probe_cascade,DCP_mlp,0.9921722888946534,20.423729181289673,0.452,0.9,0.9
probe_cascade,DCP_mlp,0.995099662542343,20.63954839441511,0.452,0.91,0.91
probe_cascade,DCP_mlp,0.9976463294029235,20.855367607540554,0.452,0.92,0.92
probe_cascade,DCP_mlp,0.9986669892072678,21.071186820665993,0.45,0.93,0.93
probe_cascade,DCP_mlp,0.9997344040870666,21.28700603379143,0.45,0.94,0.9400000000000001
probe_cascade,DCP_mlp,0.9999570906162262,21.502825246916878,0.45,0.95,0.9500000000000001
probe_cascade,DCP_mlp,0.9999847030639648,21.718644460042317,0.452,0.96,0.96
probe_cascade,DCP_mlp,0.999995357990265,21.934463673167755,0.45,0.97,0.97
probe_cascade,DCP_mlp,0.9999982142448426,22.150282886293198,0.45,0.98,0.98
probe_cascade,DCP_mlp,0.9999998807907104,22.409265942043728,0.452,0.992,0.99
probe_cascade,DCP_mlp,2.0,22.58192131254408,0.454,1.0,1.0
probe_cascade,SEPs_logreg,-0.999999999999808,1.0,0.33,0.0,0.0
probe_cascade,SEPs_logreg,4.389052200878247e-12,1.2158192131254406,0.334,0.01,0.01
probe_cascade,SEPs_logreg,1.1558484432165958e-11,1.431638426250882,0.338,0.02,0.02
probe_cascade,SEPs_logreg,3.6446658455062574e-11,1.6474576393763225,0.338,0.03,0.03
probe_cascade,SEPs_logreg,1.0416572538464557e-10,1.8632768525017633,0.34,0.04,0.04
probe_cascade,SEPs_logreg,5.670089071699308e-10,2.079096065627204,0.34,0.05,0.05
probe_cascade,SEPs_logreg,1.0706161290148253e-09,2.2949152787526446,0.34,0.06,0.06
probe_cascade,SEPs_logreg,1.9657872069342485e-09,2.510734491878086,0.346,0.07,0.07
probe_cascade,SEPs_logreg,3.763605490926566e-09,2.7265537050035262,0.346,0.08,0.08
probe_cascade,SEPs_logreg,6.5035896438665085e-09,2.9423729181289673,0.346,0.09,0.09
probe_cascade,SEPs_logreg,8.946512118074168e-09,3.1581921312544083,0.346,0.1,0.1
probe_cascade,SEPs_logreg,1.3616549235729492e-08,3.374011344379849,0.344,0.11,0.11
probe_cascade,SEPs_logreg,1.82011476711971e-08,3.58983055750529,0.346,0.12,0.12
probe_cascade,SEPs_logreg,2.052047958279185e-08,3.805649770630731,0.35,0.13,0.13
probe_cascade,SEPs_logreg,2.445002170204522e-08,4.021468983756172,0.35,0.14,0.14
probe_cascade,SEPs_logreg,2.8899825166152307e-08,4.237288196881613,0.35,0.15,0.15
probe_cascade,SEPs_logreg,3.3629025339451174e-08,4.4531074100070525,0.352,0.16,0.16
probe_cascade,SEPs_logreg,4.3034161473234795e-08,4.668926623132494,0.35,0.17,0.17
probe_cascade,SEPs_logreg,5.134983388351704e-08,4.884745836257935,0.35,0.18,0.18
probe_cascade,SEPs_logreg,6.784935684742597e-08,5.100565049383375,0.354,0.19,0.19
probe_cascade,SEPs_logreg,1.1512946335876582e-07,5.316384262508817,0.356,0.2,0.2
probe_cascade,SEPs_logreg,1.296495584475977e-07,5.532203475634256,0.356,0.21,0.21
probe_cascade,SEPs_logreg,1.4260376279935082e-07,5.748022688759698,0.358,0.22,0.22
probe_cascade,SEPs_logreg,1.807025698551752e-07,5.9638419018851385,0.362,0.23,0.23
probe_cascade,SEPs_logreg,2.6874956710479416e-07,6.17966111501058,0.366,0.24,0.24
probe_cascade,SEPs_logreg,3.1887171556599586e-07,6.395480328136021,0.368,0.25,0.25
probe_cascade,SEPs_logreg,3.6099336726836226e-07,6.611299541261462,0.37,0.26,0.26
probe_cascade,SEPs_logreg,4.911390598838623e-07,6.827118754386903,0.372,0.27,0.27
probe_cascade,SEPs_logreg,5.840042510914097e-07,7.042937967512343,0.372,0.28,0.28
probe_cascade,SEPs_logreg,6.776706108252157e-07,7.258757180637785,0.376,0.29,0.29
probe_cascade,SEPs_logreg,8.142818589663261e-07,7.474576393763225,0.38,0.3,0.3
probe_cascade,SEPs_logreg,9.81673479393515e-07,7.690395606888665,0.384,0.31,0.31
probe_cascade,SEPs_logreg,1.0997656825545756e-06,7.906214820014108,0.386,0.32,0.32
probe_cascade,SEPs_logreg,1.3718478380022724e-06,8.122034033139547,0.39,0.33,0.33
probe_cascade,SEPs_logreg,1.7442699058349858e-06,8.33785324626499,0.386,0.34,0.34
probe_cascade,SEPs_logreg,2.3036011036316656e-06,8.553672459390429,0.386,0.35,0.35000000000000003
probe_cascade,SEPs_logreg,3.2054269144182474e-06,8.76949167251587,0.384,0.36,0.36
probe_cascade,SEPs_logreg,3.5632454784415164e-06,8.985310885641312,0.388,0.37,0.37
probe_cascade,SEPs_logreg,4.412817995909184e-06,9.20113009876675,0.392,0.38,0.38
probe_cascade,SEPs_logreg,5.574496247883412e-06,9.416949311892193,0.392,0.39,0.39
probe_cascade,SEPs_logreg,6.68833640202072e-06,9.632768525017633,0.39,0.4,0.4
probe_cascade,SEPs_logreg,7.994943701559348e-06,9.848587738143072,0.394,0.41,0.41000000000000003
probe_cascade,SEPs_logreg,1.1012334545027539e-05,10.064406951268516,0.398,0.42,0.42
probe_cascade,SEPs_logreg,1.161571970506528e-05,10.280226164393955,0.404,0.43,0.43
probe_cascade,SEPs_logreg,1.3754245976325657e-05,10.496045377519396,0.406,0.44,0.44
probe_cascade,SEPs_logreg,1.853397991399672e-05,10.711864590644838,0.414,0.45,0.45
probe_cascade,SEPs_logreg,2.022115904143156e-05,10.927683803770277,0.414,0.46,0.46
probe_cascade,SEPs_logreg,2.544957558701698e-05,11.143503016895718,0.412,0.47,0.47000000000000003
probe_cascade,SEPs_logreg,2.869245870655009e-05,11.35932223002116,0.412,0.48,0.48
probe_cascade,SEPs_logreg,3.255388211723664e-05,11.5751414431466,0.412,0.49,0.49
probe_cascade,SEPs_logreg,3.4569002410234786e-05,11.790960656272041,0.418,0.5,0.5
probe_cascade,SEPs_logreg,3.757105151730175e-05,12.006779869397484,0.42,0.51,0.51
probe_cascade,SEPs_logreg,4.3283557579311856e-05,12.222599082522924,0.42,0.52,0.52
probe_cascade,SEPs_logreg,5.338020057183539e-05,12.438418295648363,0.422,0.53,0.53
probe_cascade,SEPs_logreg,6.91461346248546e-05,12.654237508773805,0.422,0.54,0.54
probe_cascade,SEPs_logreg,8.980839569826318e-05,12.870056721899248,0.424,0.55,0.55
probe_cascade,SEPs_logreg,0.00010386570390791615,13.085875935024687,0.422,0.56,0.56
probe_cascade,SEPs_logreg,0.00012400162651522405,13.301695148150127,0.424,0.57,0.5700000000000001
probe_cascade,SEPs_logreg,0.00013291654292717393,13.517514361275568,0.424,0.58,0.58
probe_cascade,SEPs_logreg,0.00019407082316270758,13.73333357440101,0.424,0.59,0.59
probe_cascade,SEPs_logreg,0.00026161805991749986,13.949152787526451,0.426,0.6,0.6
probe_cascade,SEPs_logreg,0.000324676529543129,14.164972000651892,0.426,0.61,0.61
probe_cascade,SEPs_logreg,0.0004074834766913199,14.38079121377733,0.426,0.62,0.62
probe_cascade,SEPs_logreg,0.00044963542393996407,14.596610426902773,0.428,0.63,0.63
probe_cascade,SEPs_logreg,0.0005000236194585324,14.812429640028215,0.432,0.64,0.64
probe_cascade,SEPs_logreg,0.0006480929966388574,15.028248853153654,0.434,0.65,0.65
probe_cascade,SEPs_logreg,0.0008856237836562701,15.244068066279095,0.436,0.66,0.66
probe_cascade,SEPs_logreg,0.0009749908394945661,15.459887279404535,0.436,0.67,0.67
probe_cascade,SEPs_logreg,0.0011258224288916941,15.675706492529976,0.44,0.68,0.68
probe_cascade,SEPs_logreg,0.001351272901145466,15.891525705655416,0.444,0.69,0.6900000000000001
probe_cascade,SEPs_logreg,0.0015505357560945802,16.107344918780857,0.446,0.7,0.7000000000000001
probe_cascade,SEPs_logreg,0.0019515422556855649,16.3231641319063,0.448,0.71,0.71
probe_cascade,SEPs_logreg,0.003061586203921013,16.53898334503174,0.45,0.72,0.72
probe_cascade,SEPs_logreg,0.003811112796817935,16.75480255815718,0.45,0.73,0.73
probe_cascade,SEPs_logreg,0.004515323669620482,16.970621771282623,0.454,0.74,0.74
probe_cascade,SEPs_logreg,0.005255004675944025,17.18644098440806,0.456,0.75,0.75
probe_cascade,SEPs_logreg,0.006507432777420862,17.4022601975335,0.456,0.76,0.76
probe_cascade,SEPs_logreg,0.008593313934513173,17.618079410658947,0.454,0.77,0.77
probe_cascade,SEPs_logreg,0.009695876453047198,17.833898623784386,0.456,0.78,0.78
probe_cascade,SEPs_logreg,0.011958441936761538,18.04971783690982,0.456,0.79,0.79
probe_cascade,SEPs_logreg,0.014023058990958024,18.265537050035263,0.456,0.8,0.8
probe_cascade,SEPs_logreg,0.01661375498168833,18.481356263160706,0.458,0.81,0.81
probe_cascade,SEPs_logreg,0.024219839080639505,18.697175476286144,0.454,0.82,0.8200000000000001
probe_cascade,SEPs_logreg,0.02932911641631443,18.912994689411587,0.452,0.83,0.8300000000000001
probe_cascade,SEPs_logreg,0.04437601079665827,19.128813902537026,0.452,0.84,0.84
probe_cascade,SEPs_logreg,0.058066782976534316,19.344633115662464,0.45,0.85,0.85
probe_cascade,SEPs_logreg,0.06562986060290192,19.560452328787907,0.448,0.86,0.86
probe_cascade,SEPs_logreg,0.08455310240543676,19.77627154191335,0.448,0.87,0.87
probe_cascade,SEPs_logreg,0.1139985326495865,19.992090755038788,0.448,0.88,0.88
probe_cascade,SEPs_logreg,0.14944406423849863,20.207909968164234,0.446,0.89,0.89
probe_cascade,SEPs_logreg,0.22058606728638142,20.423729181289673,0.448,0.9,0.9
probe_cascade,SEPs_logreg,0.3041961779842353,20.63954839441511,0.448,0.91,0.91
probe_cascade,SEPs_logreg,0.4053561440928137,20.855367607540554,0.448,0.92,0.92
probe_cascade,SEPs_logreg,0.47894808810397704,21.071186820665993,0.45,0.93,0.93
probe_cascade,SEPs_logreg,0.5290921382855804,21.28700603379143,0.45,0.94,0.9400000000000001
probe_cascade,SEPs_logreg,0.6365941866991262,21.502825246916878,0.452,0.95,0.9500000000000001
probe_cascade,SEPs_logreg,0.7351189112048175,21.718644460042317,0.452,0.96,0.96
probe_cascade,SEPs_logreg,0.8187417939803839,21.934463673167755,0.454,0.97,0.97
probe_cascade,SEPs_logreg,0.9309437695950186,22.150282886293194,0.45,0.98,0.98
probe_cascade,SEPs_logreg,0.9813730646877935,22.366102099418637,0.452,0.99,0.99
probe_cascade,SEPs_logreg,1.9987078672778633,22.58192131254408,0.454,1.0,1.0
probe_cascade,SEPs_ridge,-5.628389955101016,1.0,0.33,0.0,0.0
probe_cascade,SEPs_ridge,-4.4166805495019315,1.2158192131254408,0.332,0.01,0.01
probe_cascade,SEPs_ridge,-4.082187475781669,1.431638426250882,0.336,0.02,0.02
probe_cascade,SEPs_ridge,-3.9221861662148205,1.6474576393763225,0.338,0.03,0.03
probe_cascade,SEPs_ridge,-3.8423470051492097,1.8632768525017631,0.338,0.04,0.04
probe_cascade,SEPs_ridge,-3.7639407644520078,2.079096065627204,0.338,0.05,0.05
probe_cascade,SEPs_ridge,-3.7051559122502393,2.294915278752645,0.34,0.06,0.06
probe_cascade,SEPs_ridge,-3.6282710718266418,2.510734491878086,0.344,0.07,0.07
probe_cascade,SEPs_ridge,-3.5268541826618507,2.7265537050035262,0.344,0.08,0.08
probe_cascade,SEPs_ridge,-3.481073002924703,2.9423729181289673,0.346,0.09,0.09
probe_cascade,SEPs_ridge,-3.417438988458735,3.1581921312544083,0.346,0.1,0.1
probe_cascade,SEPs_ridge,-3.3877471042554133,3.374011344379849,0.342,0.11,0.11
probe_cascade,SEPs_ridge,-3.3694827825326112,3.5898305575052896,0.344,0.12,0.12
probe_cascade,SEPs_ridge,-3.349973767818181,3.805649770630731,0.344,0.13,0.13
probe_cascade,SEPs_ridge,-3.3062325714890766,4.021468983756172,0.346,0.14,0.14
probe_cascade,SEPs_ridge,-3.290302843446444,4.237288196881613,0.348,0.15,0.15
probe_cascade,SEPs_ridge,-3.24945373116147,4.4531074100070525,0.35,0.16,0.16
probe_cascade,SEPs_ridge,-3.2202774800298233,4.668926623132494,0.354,0.17,0.17
probe_cascade,SEPs_ridge,-3.2071095710451987,4.884745836257935,0.358,0.18,0.18
probe_cascade,SEPs_ridge,-3.1870228045057196,5.100565049383375,0.362,0.19,0.19
probe_cascade,SEPs_ridge,-3.1670111611128813,5.316384262508817,0.36,0.2,0.2
probe_cascade,SEPs_ridge,-3.13810786234117,5.532203475634257,0.36,0.21,0.21
probe_cascade,SEPs_ridge,-3.109134012452369,5.748022688759698,0.36,0.22,0.22
probe_cascade,SEPs_ridge,-3.0826270792689003,5.9638419018851385,0.364,0.23,0.23
probe_cascade,SEPs_ridge,-3.0608598285847832,6.17966111501058,0.364,0.24,0.24
probe_cascade,SEPs_ridge,-3.0409003597399265,6.395480328136021,0.364,0.25,0.25
probe_cascade,SEPs_ridge,-3.0149849362829944,6.611299541261462,0.366,0.26,0.26
probe_cascade,SEPs_ridge,-2.9870470787567713,6.827118754386902,0.37,0.27,0.27
probe_cascade,SEPs_ridge,-2.9701328052696336,7.042937967512343,0.372,0.28,0.28
probe_cascade,SEPs_ridge,-2.9386336414312,7.258757180637784,0.376,0.29,0.29
probe_cascade,SEPs_ridge,-2.8938573250563913,7.4745763937632255,0.38,0.3,0.3
probe_cascade,SEPs_ridge,-2.8813491676754053,7.690395606888665,0.382,0.31,0.31
probe_cascade,SEPs_ridge,-2.852853300394816,7.906214820014108,0.386,0.32,0.32
probe_cascade,SEPs_ridge,-2.8357833026125454,8.122034033139549,0.39,0.33,0.33
probe_cascade,SEPs_ridge,-2.8249850020897105,8.33785324626499,0.392,0.34,0.34
probe_cascade,SEPs_ridge,-2.804554648119574,8.553672459390429,0.396,0.35,0.35000000000000003
probe_cascade,SEPs_ridge,-2.7606215267596537,8.76949167251587,0.398,0.36,0.36
probe_cascade,SEPs_ridge,-2.7320211260558285,8.98531088564131,0.402,0.37,0.37
probe_cascade,SEPs_ridge,-2.71834618824403,9.201130098766749,0.404,0.38,0.38
probe_cascade,SEPs_ridge,-2.6924960962248727,9.416949311892193,0.404,0.39,0.39
probe_cascade,SEPs_ridge,-2.676786198363007,9.632768525017633,0.406,0.4,0.4
probe_cascade,SEPs_ridge,-2.6413618626852777,9.848587738143072,0.406,0.41,0.41000000000000003
probe_cascade,SEPs_ridge,-2.6246885522023042,10.064406951268515,0.404,0.42,0.42
probe_cascade,SEPs_ridge,-2.601480652139405,10.280226164393957,0.404,0.43,0.43
probe_cascade,SEPs_ridge,-2.57686152220117,10.496045377519396,0.406,0.44,0.44
probe_cascade,SEPs_ridge,-2.5611920869808884,10.711864590644836,0.408,0.45,0.45
probe_cascade,SEPs_ridge,-2.543307373613362,10.927683803770279,0.41,0.46,0.46
probe_cascade,SEPs_ridge,-2.531121883411332,11.143503016895718,0.412,0.47,0.47000000000000003
probe_cascade,SEPs_ridge,-2.5089077391453274,11.359322230021158,0.412,0.48,0.48
probe_cascade,SEPs_ridge,-2.490802420215064,11.5751414431466,0.412,0.49,0.49
probe_cascade,SEPs_ridge,-2.4720773743988778,11.79096065627204,0.416,0.5,0.5
probe_cascade,SEPs_ridge,-2.446841409963436,12.006779869397482,0.416,0.51,0.51
probe_cascade,SEPs_ridge,-2.415821929004537,12.222599082522924,0.414,0.52,0.52
probe_cascade,SEPs_ridge,-2.3890476294449847,12.438418295648363,0.416,0.53,0.53
probe_cascade,SEPs_ridge,-2.3767099794332065,12.654237508773804,0.414,0.54,0.54
probe_cascade,SEPs_ridge,-2.3539598117209986,12.870056721899246,0.416,0.55,0.55
probe_cascade,SEPs_ridge,-2.329989701424705,13.085875935024687,0.416,0.56,0.56
probe_cascade,SEPs_ridge,-2.2903976144427762,13.301695148150127,0.422,0.57,0.5700000000000001
probe_cascade,SEPs_ridge,-2.2731479856556325,13.517514361275568,0.424,0.58,0.58
probe_cascade,SEPs_ridge,-2.2621769861525443,13.733333574401007,0.432,0.59,0.59
probe_cascade,SEPs_ridge,-2.2552091466189426,13.94915278752645,0.432,0.6,0.6
probe_cascade,SEPs_ridge,-2.2419738978962775,14.164972000651892,0.436,0.61,0.61
probe_cascade,SEPs_ridge,-2.20121352584201,14.38079121377733,0.436,0.62,0.62
probe_cascade,SEPs_ridge,-2.166860122929605,14.596610426902771,0.434,0.63,0.63
probe_cascade,SEPs_ridge,-2.1088759956251972,14.812429640028212,0.434,0.64,0.64
probe_cascade,SEPs_ridge,-2.0734334179211267,15.028248853153654,0.434,0.65,0.65
probe_cascade,SEPs_ridge,-2.0647741352736175,15.244068066279095,0.438,0.66,0.66
probe_cascade,SEPs_ridge,-2.0197299744050223,15.459887279404535,0.438,0.67,0.67
probe_cascade,SEPs_ridge,-1.981048886098193,15.675706492529974,0.438,0.68,0.68
probe_cascade,SEPs_ridge,-1.9640637639981398,15.891525705655415,0.442,0.69,0.6900000000000001
probe_cascade,SEPs_ridge,-1.9386496489431957,16.107344918780854,0.442,0.7,0.7000000000000001
probe_cascade,SEPs_ridge,-1.918059110402885,16.323164131906296,0.442,0.71,0.71
probe_cascade,SEPs_ridge,-1.9066167369271565,16.53898334503174,0.444,0.72,0.72
probe_cascade,SEPs_ridge,-1.8767094673083353,16.754802558157177,0.444,0.73,0.73
probe_cascade,SEPs_ridge,-1.8459550246056777,16.97062177128262,0.444,0.74,0.74
probe_cascade,SEPs_ridge,-1.8344216203301689,17.18644098440806,0.442,0.75,0.75
probe_cascade,SEPs_ridge,-1.8078214234354921,17.4022601975335,0.438,0.76,0.76
probe_cascade,SEPs_ridge,-1.7912060084168813,17.618079410658943,0.438,0.77,0.77
probe_cascade,SEPs_ridge,-1.7767489459861474,17.833898623784382,0.442,0.78,0.78
probe_cascade,SEPs_ridge,-1.7605785662468547,18.049717836909824,0.44,0.79,0.79
probe_cascade,SEPs_ridge,-1.7349319960318896,18.265537050035267,0.442,0.8,0.8
probe_cascade,SEPs_ridge,-1.684294501895623,18.481356263160706,0.44,0.81,0.81
probe_cascade,SEPs_ridge,-1.6570486022919086,18.697175476286144,0.438,0.82,0.8200000000000001
probe_cascade,SEPs_ridge,-1.6194363346744738,18.912994689411587,0.44,0.83,0.8300000000000001
probe_cascade,SEPs_ridge,-1.586589027437223,19.128813902537026,0.444,0.84,0.84
probe_cascade,SEPs_ridge,-1.5529709045167839,19.344633115662468,0.444,0.85,0.85
probe_cascade,SEPs_ridge,-1.525057469988299,19.560452328787907,0.444,0.86,0.86
probe_cascade,SEPs_ridge,-1.502062957403203,19.77627154191335,0.442,0.87,0.87
probe_cascade,SEPs_ridge,-1.4672768722992142,19.99209075503879,0.438,0.88,0.88
probe_cascade,SEPs_ridge,-1.410674646956952,20.207909968164234,0.442,0.89,0.89
probe_cascade,SEPs_ridge,-1.3931594433239494,20.423729181289673,0.444,0.9,0.9
probe_cascade,SEPs_ridge,-1.3551344228561455,20.63954839441511,0.444,0.91,0.91
probe_cascade,SEPs_ridge,-1.317220635660631,20.855367607540554,0.448,0.92,0.92
probe_cascade,SEPs_ridge,-1.2706911144522375,21.071186820665993,0.45,0.93,0.93
probe_cascade,SEPs_ridge,-1.1939009237449023,21.28700603379143,0.45,0.94,0.9400000000000001
probe_cascade,SEPs_ridge,-1.1660472528262387,21.502825246916878,0.454,0.95,0.9500000000000001
probe_cascade,SEPs_ridge,-1.0973519464964863,21.718644460042313,0.454,0.96,0.96
