accuracy,auc,balanced_acc,feature_set,positive_rate,rows,split,task
0.6399727218754651,0.6160091154448485,0.6074662536100777,sample0_delta,0.5488743767288419,350,question_grouped_cv,stable_correct_vs_hallucination
0.7071336182203996,0.7172650291292856,0.6874756738954572,stability,0.5488743767288419,350,question_grouped_cv,stable_correct_vs_hallucination
0.5904834919672183,0.6836252059913781,0.5853227253520991,waveform_functional,0.5488743767288419,350,question_grouped_cv,stable_correct_vs_hallucination
0.7246376811594203,0.7478777589134126,0.7292020373514432,stability,0.4492753623188406,69,fold_0,stable_correct_vs_hallucination
0.6231884057971014,0.7283531409168081,0.6370967741935484,geometry,0.4492753623188406,69,fold_0,stable_correct_vs_hallucination
0.5217391304347826,0.5382003395585738,0.5212224108658743,lexical_shape,0.4492753623188406,69,fold_0,stable_correct_vs_hallucination
0.6086956521739131,0.6977928692699491,0.6179966044142615,waveform_functional,0.4492753623188406,69,fold_0,stable_correct_vs_hallucination
0.6086956521739131,0.666383701188455,0.6417657045840408,sample0_delta,0.4492753623188406,69,fold_0,stable_correct_vs_hallucination
0.5797101449275363,0.6901528013582343,0.5857385398981324,all_noleak,0.4492753623188406,69,fold_0,stable_correct_vs_hallucination
0.6617647058823529,0.5693112467306015,0.6578029642545772,stability,0.5441176470588235,68,fold_1,stable_correct_vs_hallucination
0.6911764705882353,0.6503923278116827,0.6848299912816043,geometry,0.5441176470588235,68,fold_1,stable_correct_vs_hallucination
0.5,0.6181342632955537,0.49607672188317353,lexical_shape,0.5441176470588235,68,fold_1,stable_correct_vs_hallucination
0.6029411764705882,0.7088055797733217,0.5854402789886661,waveform_functional,0.5441176470588235,68,fold_1,stable_correct_vs_hallucination
0.6617647058823529,0.6190061028770706,0.6394943330427201,sample0_delta,0.5441176470588235,68,fold_1,stable_correct_vs_hallucination
0.7352941176470589,0.7358326068003488,0.7358326068003487,all_noleak,0.5441176470588235,68,fold_1,stable_correct_vs_hallucination
0.7123287671232876,0.7664576802507836,0.6790752351097179,stability,0.6027397260273972,73,fold_2,stable_correct_vs_hallucination
0.7534246575342466,0.75,0.713166144200627,geometry,0.6027397260273972,73,fold_2,stable_correct_vs_hallucination
0.5068493150684932,0.6300940438871473,0.44396551724137934,lexical_shape,0.6027397260273972,73,fold_2,stable_correct_vs_hallucination
0.5753424657534246,0.6081504702194357,0.5654388714733543,waveform_functional,0.6027397260273972,73,fold_2,stable_correct_vs_hallucination
0.684931506849315,0.6379310344827587,0.6210815047021944,sample0_delta,0.6027397260273972,73,fold_2,stable_correct_vs_hallucination
0.6301369863013698,0.6340125391849529,0.6108934169278997,all_noleak,0.6027397260273972,73,fold_2,stable_correct_vs_hallucination
0.6666666666666666,0.7063414634146341,0.6068292682926829,stability,0.6212121212121212,66,fold_3,stable_correct_vs_hallucination
0.6666666666666666,0.6185365853658537,0.6068292682926829,geometry,0.6212121212121212,66,fold_3,stable_correct_vs_hallucination
0.5757575757575758,0.44878048780487806,0.5336585365853659,lexical_shape,0.6212121212121212,66,fold_3,stable_correct_vs_hallucination
0.5303030303030303,0.6341463414634146,0.5126829268292683,waveform_functional,0.6212121212121212,66,fold_3,stable_correct_vs_hallucination
0.6363636363636364,0.5424390243902439,0.5434146341463415,sample0_delta,0.6212121212121212,66,fold_3,stable_correct_vs_hallucination
0.6363636363636364,0.7180487804878048,0.582439024390244,all_noleak,0.6212121212121212,66,fold_3,stable_correct_vs_hallucination
0.7702702702702703,0.7963369963369963,0.7644688644688644,stability,0.527027027027027,74,fold_4,stable_correct_vs_hallucination
0.7567567567567568,0.7721611721611722,0.7516483516483516,geometry,0.527027027027027,74,fold_4,stable_correct_vs_hallucination
0.5,0.504029304029304,0.5007326007326007,lexical_shape,0.527027027027027,74,fold_4,stable_correct_vs_hallucination
0.6351351351351351,0.7692307692307693,0.6450549450549451,waveform_functional,0.527027027027027,74,fold_4,stable_correct_vs_hallucination
0.6081081081081081,0.6142857142857143,0.5915750915750916,sample0_delta,0.527027027027027,74,fold_4,stable_correct_vs_hallucination
0.6756756756756757,0.7860805860805861,0.6761904761904762,all_noleak,0.527027027027027,74,fold_4,stable_correct_vs_hallucination
0.8418367346938775,0.9146634615384616,0.843215811965812,stability,0.2653061224489796,196,fold_0,pure_correct_vs_wrong
0.8010204081632653,0.9407051282051282,0.858440170940171,geometry,0.2653061224489796,196,fold_0,pure_correct_vs_wrong
0.6581632653061225,0.7490651709401709,0.6752136752136753,lexical_shape,0.2653061224489796,196,fold_0,pure_correct_vs_wrong
0.7448979591836735,0.8452190170940171,0.7649572649572649,waveform_functional,0.2653061224489796,196,fold_0,pure_correct_vs_wrong
0.6683673469387755,0.8114316239316239,0.7435897435897436,sample0_delta,0.2653061224489796,196,fold_0,pure_correct_vs_wrong
0.7857142857142857,0.8579059829059829,0.8050213675213675,all_noleak,0.2653061224489796,196,fold_0,pure_correct_vs_wrong
0.78,0.7346323529411765,0.7191176470588235,stability,0.32,250,fold_1,pure_correct_vs_wrong
0.756,0.7274264705882353,0.6981617647058823,geometry,0.32,250,fold_1,pure_correct_vs_wrong
0.744,0.7967647058823529,0.669485294117647,lexical_shape,0.32,250,fold_1,pure_correct_vs_wrong
0.756,0.8532352941176471,0.7080882352941176,waveform_functional,0.32,250,fold_1,pure_correct_vs_wrong
0.604,0.6452205882352942,0.619485294117647,sample0_delta,0.32,250,fold_1,pure_correct_vs_wrong
0.772,0.7289705882352941,0.7099264705882353,all_noleak,0.32,250,fold_1,pure_correct_vs_wrong
0.8262910798122066,0.846049896049896,0.780093555093555,stability,0.3051643192488263,213,fold_2,pure_correct_vs_wrong
0.784037558685446,0.8382536382536383,0.7626299376299377,geometry,0.3051643192488263,213,fold_2,pure_correct_vs_wrong
0.6995305164319249,0.7039501039501039,0.6500519750519751,lexical_shape,0.3051643192488263,213,fold_2,pure_correct_vs_wrong
0.7136150234741784,0.7625779625779626,0.6903846153846154,waveform_functional,0.3051643192488263,213,fold_2,pure_correct_vs_wrong
0.6056338028169014,0.6720893970893971,0.6385654885654886,sample0_delta,0.3051643192488263,213,fold_2,pure_correct_vs_wrong
0.7136150234741784,0.7844074844074844,0.699012474012474,all_noleak,0.3051643192488263,213,fold_2,pure_correct_vs_wrong
0.748792270531401,0.783982683982684,0.7004329004329004,stability,0.2028985507246377,207,fold_3,pure_correct_vs_wrong
0.6908212560386473,0.783982683982684,0.7528138528138528,geometry,0.2028985507246377,207,fold_3,pure_correct_vs_wrong
0.6618357487922706,0.6774170274170274,0.6636363636363636,lexical_shape,0.2028985507246377,207,fold_3,pure_correct_vs_wrong
0.6376811594202898,0.7481962481962482,0.6484848484848484,waveform_functional,0.2028985507246377,207,fold_3,pure_correct_vs_wrong
0.5507246376811594,0.6173160173160173,0.593939393939394,sample0_delta,0.2028985507246377,207,fold_3,pure_correct_vs_wrong
0.6521739130434783,0.7464646464646465,0.6575757575757575,all_noleak,0.2028985507246377,207,fold_3,pure_correct_vs_wrong
0.8401826484018264,0.870863599677159,0.8103309120258273,stability,0.1917808219178082,219,fold_4,pure_correct_vs_wrong
0.8082191780821918,0.8221684153887544,0.7905569007263922,geometry,0.1917808219178082,219,fold_4,pure_correct_vs_wrong
0.6986301369863014,0.7304277643260694,0.677360774818402,lexical_shape,0.1917808219178082,219,fold_4,pure_correct_vs_wrong
0.7899543378995434,0.8861985472154964,0.8155770782889427,waveform_functional,0.1917808219178082,219,fold_4,pure_correct_vs_wrong
0.5799086757990868,0.770513855259618,0.6765536723163842,sample0_delta,0.1917808219178082,219,fold_4,pure_correct_vs_wrong
0.8082191780821918,0.8809523809523809,0.8087167070217918,all_noleak,0.1917808219178082,219,fold_4,pure_correct_vs_wrong
0.6896551724137931,0.7463768115942029,0.6195652173913043,stability,0.20689655172413793,29,fold_0,rescue_vs_damage
0.6551724137931034,0.6159420289855072,0.6594202898550725,geometry,0.20689655172413793,29,fold_0,rescue_vs_damage
0.4482758620689655,0.4782608695652174,0.3442028985507246,lexical_shape,0.20689655172413793,29,fold_0,rescue_vs_damage
0.896551724137931,0.9239130434782609,0.8115942028985508,waveform_functional,0.20689655172413793,29,fold_0,rescue_vs_damage
0.6206896551724138,0.6666666666666666,0.6376811594202898,sample0_delta,0.20689655172413793,29,fold_0,rescue_vs_damage
0.6896551724137931,0.7028985507246377,0.5579710144927537,all_noleak,0.20689655172413793,29,fold_0,rescue_vs_damage
0.5263157894736842,0.6590909090909091,0.5397727272727273,stability,0.42105263157894735,19,fold_1,rescue_vs_damage
0.5789473684210527,0.6136363636363636,0.5852272727272727,geometry,0.42105263157894735,19,fold_1,rescue_vs_damage
0.5263157894736842,0.45454545454545453,0.5056818181818181,lexical_shape,0.42105263157894735,19,fold_1,rescue_vs_damage
0.631578947368421,0.6477272727272727,0.6477272727272727,waveform_functional,0.42105263157894735,19,fold_1,rescue_vs_damage
0.631578947368421,0.7045454545454546,0.6647727272727273,sample0_delta,0.42105263157894735,19,fold_1,rescue_vs_damage
0.6842105263157895,0.6136363636363636,0.6931818181818181,all_noleak,0.42105263157894735,19,fold_1,rescue_vs_damage
0.68,0.7719298245614035,0.7324561403508771,stability,0.24,25,fold_2,rescue_vs_damage
0.8,0.7894736842105263,0.8114035087719298,geometry,0.24,25,fold_2,rescue_vs_damage
0.72,0.8333333333333334,0.587719298245614,lexical_shape,0.24,25,fold_2,rescue_vs_damage
0.72,0.8947368421052632,0.7587719298245614,waveform_functional,0.24,25,fold_2,rescue_vs_damage
0.56,0.706140350877193,0.6535087719298246,sample0_delta,0.24,25,fold_2,rescue_vs_damage
0.84,0.9122807017543859,0.6666666666666666,all_noleak,0.24,25,fold_2,rescue_vs_damage
0.7916666666666666,0.8111111111111111,0.7666666666666666,stability,0.375,24,fold_3,rescue_vs_damage
0.875,0.8814814814814815,0.8555555555555556,geometry,0.375,24,fold_3,rescue_vs_damage
0.4583333333333333,0.5333333333333333,0.4111111111111111,lexical_shape,0.375,24,fold_3,rescue_vs_damage
0.8333333333333334,0.8740740740740741,0.8444444444444444,waveform_functional,0.375,24,fold_3,rescue_vs_damage
0.7916666666666666,0.7925925925925926,0.7444444444444445,sample0_delta,0.375,24,fold_3,rescue_vs_damage
0.7916666666666666,0.8592592592592593,0.788888888888889,all_noleak,0.375,24,fold_3,rescue_vs_damage
0.5769230769230769,0.56875,0.5625,stability,0.38461538461538464,26,fold_4,rescue_vs_damage
0.38461538461538464,0.41875,0.35,geometry,0.38461538461538464,26,fold_4,rescue_vs_damage
0.6538461538461539,0.89375,0.55,lexical_shape,0.38461538461538464,26,fold_4,rescue_vs_damage
0.6153846153846154,0.8125,0.65,waveform_functional,0.38461538461538464,26,fold_4,rescue_vs_damage
0.6153846153846154,0.5125,0.575,sample0_delta,0.38461538461538464,26,fold_4,rescue_vs_damage
0.5769230769230769,0.76875,0.61875,all_noleak,0.38461538461538464,26,fold_4,rescue_vs_damage
