accuracy,auc,balanced_acc,feature_set,rows,split,task
0.4117647058823529,0.4027898866608544,0.4019180470793374,factual_proxy,68,fold_1,stable_correct_vs_hallucination
0.6617647058823529,0.6704446381865736,0.6578029642545772,qwen_factual,68,fold_1,stable_correct_vs_hallucination
0.6764705882352942,0.6822144725370531,0.6634699215344377,riemann_geometry,68,fold_1,stable_correct_vs_hallucination
0.6470588235294118,0.6072362685265911,0.6155187445510026,hidden_riemann_geometry,68,fold_1,stable_correct_vs_hallucination
0.6470588235294118,0.7018308631211857,0.6364428945074107,factual_plus_riemann,68,fold_1,stable_correct_vs_hallucination
0.6323529411764706,0.5736704446381866,0.5993897122929381,factual_riemann_delta,68,fold_1,stable_correct_vs_hallucination
0.7352941176470589,0.7227550130775937,0.7253705318221447,all_no_leak,68,fold_1,stable_correct_vs_hallucination
0.7397260273972602,0.7539184952978056,0.7135579937304075,theory_core,73,fold_2,stable_correct_vs_hallucination
0.4794520547945205,0.46003134796238243,0.44474921630094044,factual_proxy,73,fold_2,stable_correct_vs_hallucination
0.5342465753424658,0.6238244514106583,0.5078369905956113,qwen_factual,73,fold_2,stable_correct_vs_hallucination
0.6712328767123288,0.6700626959247649,0.6684952978056427,riemann_geometry,73,fold_2,stable_correct_vs_hallucination
0.5205479452054794,0.42829153605015674,0.46120689655172414,hidden_riemann_geometry,73,fold_2,stable_correct_vs_hallucination
0.6164383561643836,0.6974921630094044,0.6112852664576802,factual_plus_riemann,73,fold_2,stable_correct_vs_hallucination
0.6027397260273972,0.4263322884012539,0.5235109717868338,factual_riemann_delta,73,fold_2,stable_correct_vs_hallucination
0.7123287671232876,0.6935736677115988,0.7025862068965517,all_no_leak,73,fold_2,stable_correct_vs_hallucination
0.6363636363636364,0.6614634146341464,0.566829268292683,theory_core,66,fold_3,stable_correct_vs_hallucination
0.4393939393939394,0.3648780487804878,0.4004878048780488,factual_proxy,66,fold_3,stable_correct_vs_hallucination
0.5303030303030303,0.6078048780487805,0.5673170731707317,qwen_factual,66,fold_3,stable_correct_vs_hallucination
0.6363636363636364,0.5834146341463414,0.582439024390244,riemann_geometry,66,fold_3,stable_correct_vs_hallucination
0.5909090909090909,0.4692682926829268,0.49902439024390244,hidden_riemann_geometry,66,fold_3,stable_correct_vs_hallucination
0.5151515151515151,0.5980487804878049,0.4770731707317073,factual_plus_riemann,66,fold_3,stable_correct_vs_hallucination
0.6060606060606061,0.4692682926829268,0.5034146341463415,factual_riemann_delta,66,fold_3,stable_correct_vs_hallucination
0.5606060606060606,0.6097560975609756,0.4980487804878049,all_no_leak,66,fold_3,stable_correct_vs_hallucination
0.7297297297297297,0.7904761904761904,0.726007326007326,theory_core,74,fold_4,stable_correct_vs_hallucination
0.36486486486486486,0.26593406593406593,0.36813186813186816,factual_proxy,74,fold_4,stable_correct_vs_hallucination
0.5,0.5377289377289377,0.5051282051282051,qwen_factual,74,fold_4,stable_correct_vs_hallucination
0.6081081081081081,0.6395604395604395,0.6091575091575092,riemann_geometry,74,fold_4,stable_correct_vs_hallucination
0.43243243243243246,0.4087912087912088,0.43223443223443225,hidden_riemann_geometry,74,fold_4,stable_correct_vs_hallucination
0.5,0.49743589743589745,0.5065934065934066,factual_plus_riemann,74,fold_4,stable_correct_vs_hallucination
0.581081081081081,0.5571428571428572,0.5615384615384615,factual_riemann_delta,74,fold_4,stable_correct_vs_hallucination
0.6891891891891891,0.6732600732600733,0.6904761904761905,all_no_leak,74,fold_4,stable_correct_vs_hallucination
0.8061224489795918,0.8760683760683761,0.8066239316239316,theory_core,196,fold_0,pure_correct_vs_wrong
0.6326530612244898,0.6696047008547008,0.6455662393162394,factual_proxy,196,fold_0,pure_correct_vs_wrong
0.7193877551020408,0.6407585470085471,0.6861645299145299,qwen_factual,196,fold_0,pure_correct_vs_wrong
0.8520408163265306,0.8421474358974359,0.8378739316239316,riemann_geometry,196,fold_0,pure_correct_vs_wrong
0.75,0.5954861111111112,0.5841346153846154,hidden_riemann_geometry,196,fold_0,pure_correct_vs_wrong
0.8367346938775511,0.8464209401709402,0.8336004273504274,factual_plus_riemann,196,fold_0,pure_correct_vs_wrong
0.42857142857142855,0.4496527777777778,0.5926816239316239,factual_riemann_delta,196,fold_0,pure_correct_vs_wrong
0.826530612244898,0.8711271367521367,0.8205128205128205,all_no_leak,196,fold_0,pure_correct_vs_wrong
0.772,0.7871323529411764,0.7066176470588235,theory_core,250,fold_1,pure_correct_vs_wrong
0.72,0.60375,0.6683823529411765,factual_proxy,250,fold_1,pure_correct_vs_wrong
0.7,0.7714705882352941,0.6702205882352941,qwen_factual,250,fold_1,pure_correct_vs_wrong
0.772,0.7050367647058824,0.6966911764705882,riemann_geometry,250,fold_1,pure_correct_vs_wrong
0.712,0.5822058823529411,0.5764705882352941,hidden_riemann_geometry,250,fold_1,pure_correct_vs_wrong
0.776,0.8019117647058823,0.6996323529411764,factual_plus_riemann,250,fold_1,pure_correct_vs_wrong
0.436,0.4298529411764706,0.5654411764705882,factual_riemann_delta,250,fold_1,pure_correct_vs_wrong
0.756,0.7639705882352941,0.6882352941176471,all_no_leak,250,fold_1,pure_correct_vs_wrong
0.7793427230046949,0.8176715176715177,0.7376819126819127,theory_core,213,fold_2,pure_correct_vs_wrong
0.5915492957746479,0.6058212058212058,0.5852910602910603,factual_proxy,213,fold_2,pure_correct_vs_wrong
0.6197183098591549,0.6195426195426196,0.5926195426195426,qwen_factual,213,fold_2,pure_correct_vs_wrong
0.784037558685446,0.7295218295218295,0.7238045738045737,riemann_geometry,213,fold_2,pure_correct_vs_wrong
0.7605633802816901,0.6625259875259876,0.6508316008316009,hidden_riemann_geometry,213,fold_2,pure_correct_vs_wrong
0.7230046948356808,0.7703742203742203,0.6755717255717255,factual_plus_riemann,213,fold_2,pure_correct_vs_wrong
0.39906103286384975,0.5062889812889813,0.5546257796257796,factual_riemann_delta,213,fold_2,pure_correct_vs_wrong
0.8169014084507042,0.8275467775467775,0.7733367983367982,all_no_leak,213,fold_2,pure_correct_vs_wrong
0.7342995169082126,0.76998556998557,0.7445887445887446,theory_core,207,fold_3,pure_correct_vs_wrong
0.6570048309178744,0.6028860028860029,0.6073593073593073,factual_proxy,207,fold_3,pure_correct_vs_wrong
0.5845410628019324,0.6668109668109669,0.5707792207792208,qwen_factual,207,fold_3,pure_correct_vs_wrong
0.7391304347826086,0.7298701298701299,0.7121212121212122,riemann_geometry,207,fold_3,pure_correct_vs_wrong
0.7294685990338164,0.5441558441558442,0.564069264069264,hidden_riemann_geometry,207,fold_3,pure_correct_vs_wrong
0.7004830917874396,0.7307359307359307,0.6878787878787879,factual_plus_riemann,207,fold_3,pure_correct_vs_wrong
0.30434782608695654,0.40533910533910533,0.46601731601731605,factual_riemann_delta,207,fold_3,pure_correct_vs_wrong
0.6859903381642513,0.780952380952381,0.6876623376623376,all_no_leak,207,fold_3,pure_correct_vs_wrong
0.817351598173516,0.8872746838848534,0.8052865213882163,theory_core,219,fold_4,pure_correct_vs_wrong
0.7031963470319634,0.5964487489911219,0.6166263115415658,factual_proxy,219,fold_4,pure_correct_vs_wrong
0.5799086757990868,0.661151466236212,0.5948345439870864,qwen_factual,219,fold_4,pure_correct_vs_wrong
0.8264840182648402,0.811541565778854,0.8018563357546409,riemann_geometry,219,fold_4,pure_correct_vs_wrong
0.7579908675799086,0.5399515738498789,0.523405972558515,hidden_riemann_geometry,219,fold_4,pure_correct_vs_wrong
0.776255707762557,0.7927091740651062,0.7707828894269573,factual_plus_riemann,219,fold_4,pure_correct_vs_wrong
0.3150684931506849,0.3988431530804412,0.5399515738498789,factual_riemann_delta,219,fold_4,pure_correct_vs_wrong
0.8082191780821918,0.8373688458434221,0.7905569007263922,all_no_leak,219,fold_4,pure_correct_vs_wrong
0.7241379310344828,0.7608695652173914,0.6413043478260869,theory_core,29,fold_0,rescue_vs_damage
0.41379310344827586,0.5072463768115942,0.38405797101449274,factual_proxy,29,fold_0,rescue_vs_damage
0.896551724137931,0.8586956521739131,0.8731884057971014,qwen_factual,29,fold_0,rescue_vs_damage
0.7241379310344828,0.5108695652173914,0.5181159420289855,riemann_geometry,29,fold_0,rescue_vs_damage
0.7241379310344828,0.5108695652173914,0.5181159420289855,hidden_riemann_geometry,29,fold_0,rescue_vs_damage
0.8275862068965517,0.8514492753623188,0.7065217391304348,factual_plus_riemann,29,fold_0,rescue_vs_damage
0.7241379310344828,0.8478260869565217,0.6413043478260869,factual_riemann_delta,29,fold_0,rescue_vs_damage
0.7586206896551724,0.8405797101449275,0.6014492753623188,all_no_leak,29,fold_0,rescue_vs_damage
0.6842105263157895,0.7613636363636364,0.7102272727272727,theory_core,19,fold_1,rescue_vs_damage
0.47368421052631576,0.5113636363636364,0.4602272727272727,factual_proxy,19,fold_1,rescue_vs_damage
0.5263157894736842,0.5795454545454546,0.5227272727272727,qwen_factual,19,fold_1,rescue_vs_damage
0.631578947368421,0.5965909090909091,0.5965909090909092,riemann_geometry,19,fold_1,rescue_vs_damage
0.631578947368421,0.5852272727272727,0.5965909090909092,hidden_riemann_geometry,19,fold_1,rescue_vs_damage
0.5263157894736842,0.5113636363636364,0.48863636363636365,factual_plus_riemann,19,fold_1,rescue_vs_damage
0.47368421052631576,0.6931818181818182,0.5113636363636364,factual_riemann_delta,19,fold_1,rescue_vs_damage
0.5789473684210527,0.5909090909090909,0.5852272727272727,all_no_leak,19,fold_1,rescue_vs_damage
0.84,0.9298245614035088,0.8947368421052632,theory_core,25,fold_2,rescue_vs_damage
0.44,0.5087719298245614,0.40350877192982454,factual_proxy,25,fold_2,rescue_vs_damage
0.56,0.8508771929824561,0.7105263157894737,qwen_factual,25,fold_2,rescue_vs_damage
0.76,0.7017543859649122,0.6710526315789473,riemann_geometry,25,fold_2,rescue_vs_damage
0.68,0.49122807017543857,0.5043859649122807,hidden_riemann_geometry,25,fold_2,rescue_vs_damage
0.6,0.7017543859649122,0.7368421052631579,factual_plus_riemann,25,fold_2,rescue_vs_damage
0.6,0.6447368421052632,0.6798245614035088,factual_riemann_delta,25,fold_2,rescue_vs_damage
0.84,0.9210526315789473,0.8377192982456141,all_no_leak,25,fold_2,rescue_vs_damage
0.7916666666666666,0.8148148148148148,0.7666666666666666,theory_core,24,fold_3,rescue_vs_damage
0.6666666666666666,0.4703703703703704,0.6222222222222222,factual_proxy,24,fold_3,rescue_vs_damage
0.4583333333333333,0.4666666666666667,0.4111111111111111,qwen_factual,24,fold_3,rescue_vs_damage
0.7916666666666666,0.7111111111111111,0.7444444444444445,riemann_geometry,24,fold_3,rescue_vs_damage
0.6666666666666666,0.4740740740740741,0.5555555555555556,hidden_riemann_geometry,24,fold_3,rescue_vs_damage
0.4583333333333333,0.5851851851851851,0.43333333333333335,factual_plus_riemann,24,fold_3,rescue_vs_damage
0.8333333333333334,0.9481481481481482,0.8666666666666667,factual_riemann_delta,24,fold_3,rescue_vs_damage
0.6666666666666666,0.762962962962963,0.6222222222222222,all_no_leak,24,fold_3,rescue_vs_damage
0.6538461538461539,0.5625,0.64375,theory_core,26,fold_4,rescue_vs_damage
0.46153846153846156,0.4625,0.43125,factual_proxy,26,fold_4,rescue_vs_damage
0.5769230769230769,0.6625,0.61875,qwen_factual,26,fold_4,rescue_vs_damage
0.5769230769230769,0.46875,0.46875,riemann_geometry,26,fold_4,rescue_vs_damage
0.6153846153846154,0.5,0.5,hidden_riemann_geometry,26,fold_4,rescue_vs_damage
0.6538461538461539,0.59375,0.68125,factual_plus_riemann,26,fold_4,rescue_vs_damage
0.5,0.625,0.55625,factual_riemann_delta,26,fold_4,rescue_vs_damage
0.5769230769230769,0.59375,0.61875,all_no_leak,26,fold_4,rescue_vs_damage
